"IP_ID","YEAR","AGE","EDUCATION"
"YLG453",2023,"64",1
"QRP285",2023,"73",1
"NXR642",2023,"73",3
"HXK071",2023,"47",3
"ZLM429",2023,"49",3
"KHH642",2023,"57",3
"RYU861",2023,"51",1
"HAT311",2023,"59",2
"SYA722",2023,"47",3
"QCD_509",2023,"36",2
"ZSL282",2023,"57",2
"DQO976",2023,"37",1
"XQX_895",2023,"60",3
"RNA502",2023,"43",3
"XTQ408",2023,"34",3
"HDD205",2023,"43",3
"BYR219",2023,"49",2
"KLT956",2023,"22",2
"VRY807",2023,"60",1
"RLX831",2023,"39",3
"OBH365",2023,"25",2
"PSF_674",2023,"46",3
"GYF968",2023,"32",1
"DWO609",2023,"69",3
"LGV289",2023,"32",2
"LAQ704",2023,"51",2
"VJE425",2023,"41",1
"AWB_888",2023,"51",3
"ADA866",2023,"68",3
"ZOC953",2023,"67",1
"CHD_251",2023,"65",3
"YKW497",2023,"36",2
"YEH161",2023,"51",2
"KLM588",2023,"47",1
"AZC019",2023,"65",2
"RUX628",2023,"34",1
"LXX488",2023,"49",3
"CFZ_961",2023,"36",3
"JWA663",2023,"60",3
"COQ381",2023,"66",1
"NIG623",2023,"34",3
"ITE393",2023,"73",1
"FWG835",2023,"41",1
"OJN_885",2023,"74",3
"AYG960",2023,"39",2
"USD623",2023,"64",2
"OND154",2023,"62",3
"CNK480",2023,"34",3
"SKR732",2023,NA,3
"TQX562",2023,"69",1
"HLV579",2023,"65",3
"ITB427",2023,"47",2
"GYJ022",2023,"24",NA
"ZAV259",2023,"45",3
"VNT906",2023,"38",3
"CNS184",2023,"62",3
"OIQ360",2023,"69",3
"RUF584",2023,"34",3
"AUN_476",2023,"70",3
"AMD983",2023,"35",1
"ZLE386",2023,"42",2
"QRR638",2023,"57",3
"GWH234",2023,"35",2
"TQU195",2023,"63",3
"SLT088",2023,"73",3
"EHZ961",2023,"57",3
"QJV623",2023,"66",NA
"QVZ942",2023,"24",3
"NCT430",2023,"38",3
"ZVT_797",2023,"40",3
"YKC922",2023,"68",3
"ALI453",2023,"54",2
"KUF089",2023,"72",3
"UUN278",2023,"76",1
"KNY_137",2023,"76",2
"CPM552",2023,"28",2
"IKY668",2023,"39",2
"KPL171",2023,"55",1
"IHP818",2023,"47",2
"RYR104",2023,"67",3
"DJE441",2023,"76",2
"ZEH540",2023,"71",3
"SNY916",2023,"23",1
"SEJ772",2023,"70",3
"UQN273",2023,"43",3
"BLR_846",2023,"62",3
"ZHU911",2023,"52",3
"NNT628",2023,"60",3
"JXU327",2023,"69",1
"WWP685",2023,"24",3
"SNM_671",2023,"73",2
"BGZ323",2023,"71",1
"JBG718",2023,"31",1
"XTS258",2023,"45",3
"YDL113",2023,"44",3
"YAY126",2023,"56",1
"NQP966",2023,"75",2
"NWQ457",2023,"67",3
"OJR394",2023,"49",1
"RSM_032",2023,"48",3
"WAR010",2023,"41",3
"AAJ862",2023,"60",3
"BDU494",2023,"44",2
"KSU120",2023,"42",1
"VAC193",2023,"44",3
"HVO498",2023,"40",1
"RVV131",2023,"59",2
"BYB586",2023,"53",3
"NNI623",2023,"56",3
"NQI963",2023,"54",2
"YCR937",2023,NA,3
"ZCB266",2023,"23",1
"CAJ597",2023,"57",3
"QGR184",2023,"67",1
"QAN679",2023,"72",1
"DAR_876",2023,"39",2
"BBB_815",2023,"32",1
"KIM920",2023,"58",1
"QHC710",2023,"37",3
"GEV902",2023,"35",1
"DRX639",2023,"43",3
"MNW820",2023,"70",2
"PNL962",2023,"38",3
"DJQ823",2023,"41",2
"CEY839",2023,"60",3
"LVF456",2023,"76",3
"BPQ929",2023,"40",1
"XMN_269",2023,"46",1
"UIJ180",2023,"53",3
"ROR101",2023,"47",3
"CHE777",2023,"38",3
"WVL594",2023,"63",2
"QAV314",2023,"37",3
"TFT829",2023,"66",3
"ZLY680",2023,"58",3
"NCR505",2023,"38",1
"FYO562",2023,"23",3
"QPU656",2023,"60",1
"DCD131",2023,"68",1
"RWP205",2023,"69",3
"AXE854",2023,"66",1
"KBG255",2023,"70",3
"YWT377",2023,"72",2
"IGE131",2023,"73",3
"PQT790",2023,"56",3
"XNV574",2023,"72",3
"OPB764",2023,"52",3
"QMC125",2023,"35",1
"SXW179",2023,"40",3
"AHW990",2023,"43",3
"ZOE413",2023,"54",3
"LNX611",2023,"63",1
"FZF023",2023,"57",3
"WNO084",2023,"23",3
"QSZ281",2023,"48",2
"QOZ234",2023,"65",2
"BCX698",2023,"63",1
"NSL265",2023,"42",1
"VKS018",2023,"50",1
"VEE634",2023,"67",NA
"IMI257",2023,"69",3
"FKA_063",2023,"59",3
"HTM532",2023,"46",2
"TOM133",2023,"56",3
"GDM023",2023,"52",2
"IRJ625",2023,"43",2
"JPL775",2023,"60",2
"LEP_895",2023,"56",1
"QHQ291",2023,"74",1
"EED609",2023,"75",2
"AUZ027",2023,"39",3
"MPO352",2023,"62",3
"NTD862",2023,"45",2
"XCN630",2023,"74",2
"PQI923",2023,"25",3
"ICU676",2023,"40",2
"KEE725",2023,"44",1
"TKJ_549",2023,"54",3
"OVG929",2023,"51",2
"QMK651",2023,"39",2
"CNF178",2023,"56",2
"HSC353",2023,"64",3
"LCI595",2023,"73",1
"AML522",2023,"38",3
"EWF324",2023,"40",1
"UKF792",2023,"33",3
"JZO934",2023,"48",2
"TIK601",2023,"45",3
"UPP554",2023,"70",3
"OIK694",2023,"65",3
"RBC869",2023,"70",1
"UPX297",2023,"36",3
"VAY554",2023,"23",1
"VRL934",2023,"39",3
"ZFW823",2023,"58",3
"FNA069",2023,"41",1
"NML205",2023,"66",3
"UKO419",2023,"44",3
"ZKE315",2023,"58",3
"THU072",2023,"39",1
"USR518",2023,"49",3
"ANA663",2023,"74",3
"LMJ689",2023,"76",2
"GOK716",2023,"63",3
"RTT924",2023,"50",3
"JSC425",2023,"30",1
"XTC817",2023,"38",1
"SFQ020",2023,"61",2
"HKN310",2023,"43",3
"FSU439",2023,"33",3
"ZCT904",2023,"68",1
"QOU094",2023,"47",3
"QAF517",2023,"46",1
"TLI005",2023,"64",1
"PPH266",2023,"62",3
"EJP858",2023,"58",2
"LRM605",2023,"67",3
"QLO250",2023,"46",1
"LKH445",2023,"49",3
"AMO139",2023,"73",3
"FHD365",2023,"41",3
"YOF197",2023,"72",1
"HAL262",2023,"51",3
"YGO335",2023,"37",3
"PKB077",2023,"42",2
"DLO536",2023,"42",1
"LZM155",2023,"42",2
"CVR552",2023,NA,3
"PVJ604",2023,"53",1
"UCH792",2023,"67",3
"MZF243",2023,"27",3
"VTE133",2023,"32",3
"YYX660",2023,"42",3
"QAQ_231",2023,"67",1
"KJE560",2023,"70",2
"VQR812",2023,"51",2
"BXF657",2023,"76",1
"XJQ_507",2023,"57",3
"FVI954",2023,"36",2
"FBI471",2023,"19",2
"NJS751",2023,"51",1
"ERN_380",2023,"63",2
"TSQ825",2023,"64",2
"TGW666",2023,"40",1
"BIS761",2023,"54",1
"NNV837",2023,"71",1
"FLD808",2023,"24",3
"LGQ933",2023,"#NA",2
"EHP831",2023,"48",3
"VNX436",2023,"43",1
"UUH584",2023,"40",2
"KHW262",2023,"40",3
"MUM466",2023,"20",2
"TGM404",2023,"55",3
"MNI307",2023,"39",3
"FRU062",2023,"61",3
"HEP671",2023,"45",3
"JKX931",2023,"67",3
"ERS637",2023,"21",2
"RPQ570",2023,"22",2
"UEZ397",2023,"64",1
"NEP915",2023,"56",2
"KNY523",2023,"76",1
"ICG_987",2023,"71",1
"LIC631",2023,"40",3
"LMF346",2023,"50",2
"GVJ374",2023,"39",2
"IBB856",2023,"69",1
"BQN849",2023,"40",3
"YEL284",2023,"55",3
"RPD092",2023,"56",2
"KWK526",2023,"44",3
"BAU273",2023,"69",1
"UIW773",2023,"74",3
"KCD952",2023,"46",3
"KOY636",2023,"42",3
"WXZ233",2023,"71",3
"HQT732",2023,"39",3
"FET003",2023,"72",2
"FTK662",2023,"38",1
"VRI033",2023,"38",3
"EGC177",2023,"76",3
"YFR348",2023,"61",3
"RKT743",2023,"73",3
"YZV_265",2023,"61",3
"VMD496",2023,"43",3
"HUV429",2023,"53",3
"TGY768",2023,"52",2
"FVP307",2023,"51",2
"QTS514",2023,"58",1
"IIS295",2023,"72",3
"VHN279",2023,"38",3
"TDH428",2023,"39",3
"VYI645",2023,"63",2
"KLT215",2023,"53",2
"IAD397",2023,"42",2
"KBQ238",2023,"53",3
"WHU246",2023,"71",3
"UXM828",2023,"47",3
"GGK447",2023,"40",1
"YGV271",2023,"55",3
"IDM241",2023,"34",1
"ZFP019",2023,"47",2
"WCH337",2023,"56",3
"JSL_192",2023,"41",3
"YZE066",2023,"66",2
"FFT618",2023,"29",1
"BLI089",2023,"24",3
"TTX808",2023,"53",2
"CUK689",2023,"25",3
"XDJ915",2023,"35",1
"RHF057",2023,"33",2
"PBE_244",2023,"53",2
"RFI272",2023,"59",1
"QFQ_114",2023,"75",2
"EZJ991",2023,"36",2
"HNG196",2023,"52",1
"VFY_401",2023,"55",2
"ISC836",2023,"58",3
"LNY522",2023,"39",1
"HVD094",2023,"73",3
"BHA109",2023,"53",2
"KED771",2023,"75",3
"KET250",2023,"66",3
"IYR_389",2023,"67",3
"SJD406",2023,"24",1
"RMO621",2023,"40",1
"JTK_235",2023,"71",2
"UPH815",2023,"71",3
"MRC147",2023,"44",3
"KXN194",2023,"50",3
"SKQ679",2023,"29",2
"JVN_333",2023,"68",3
"DPB278",2023,"64",3
"KGV019",2023,"72",1
"CUC101",2023,"64",1
"NGX_628",2023,"57",2
"QLR580",2023,"44",1
"JXK946",2023,"75",3
"AVF939",2023,"76",3
"LHC499",2023,"41",1
"PYC882",2023,"72",2
"JWU793",2023,"49",1
"NXG751",2023,"68",1
"AZI621",2023,"41",3
"ZKV481",2023,"45",1
"DDH_260",2023,"50",1
"PWF672",2023,"43",1
"SQR065",2023,"57",1
"OWQ686",2023,"39",3
"VSW323",2023,"44",3
"KUZ_533",2023,"36",3
"WZU628",2023,"53",3
"RQP160",2023,"63",2
"GYZ376",2023,"63",2
"AVK002",2023,"33",3
"IUY031",2023,"37",2
"ECD_300",2023,"51",2
"AYG719",2023,"52",2
"DSO831",2023,"55",1
"FMD658",2023,"62",2
"SJB032",2023,"68",1
"RSV676",2023,"76",2
"VGO824",2023,"51",3
"DJS925",2023,"49",1
"WAZ513",2023,"76",2
"SSI_065",2023,"24",3
"QFT396",2023,"19",NA
"ADE799",2023,"42",1
"NET846",2023,"49",3
"RHT895",2023,"36",3
"BKG700",2023,"43",3
"NAY_796",2023,"21",2
"IWS268",2023,"67",NA
"GQL_874",2023,"60",3
"ZRX189",2023,"61",3
"PTW903",2023,"36",2
"ZEW215",2023,"55",3
"XUD220",2023,"54",3
"ILY571",2023,"66",3
"LGR232",2023,"75",1
"AYO870",2023,"73",3
"VCO161",2023,"62",3
"MFX439",2023,"74",3
"HWU013",2023,"49",3
"TRP254",2023,"49",3
"GLY415",2023,"45",3
"IJI735",2023,"54",3
"NQL537",2023,"48",1
"FFB461",2023,"46",1
"PYH972",2023,"44",1
"OWV711",2023,"39",3
"HGL851",2023,"48",3
"ROE716",2023,"46",2
"LVM054",2023,"52",2
"DXK406",2023,"51",3
"UYF175",2023,"65",1
"QMX_547",2023,"42",3
"DWX026",2023,"76",3
"JWK905",2023,"49",3
"PBR379",2023,"38",1
"WQJ754",2023,"27",1
"FMZ908",2023,"40",3
"MBS060",2023,"64",2
"GAD102",2023,"58",3
"EXJ232",2023,"54",2
"JEU578",2023,"63",2
"PNI147",2023,"42",1
"YYH963",2023,"36",2
"XKB145",2023,"42",2
"YLZ473",2023,"73",3
"WRH753",2023,"39",2
"PFZ257",2023,"54",3
"PBJ366",2023,"67",3
"KSS863",2023,"50",2
"EUX278",2023,"73",3
"RWN393",2023,"69",2
"KZI684",2023,"35",3
"BCC091",2023,"49",3
"HYN990",2023,"51",2
"LUJ052",2023,"36",3
"FAG731",2023,"36",1
"RZI161",2023,"37",3
"WJZ937",2023,"68",3
"NUC189",2023,"64",1
"IZL691",2023,"51",3
"UOM554",2023,"73",2
"NQE798",2023,"62",2
"VRT531",2023,"71",2
"UBX023",2023,"27",2
"CXG633",2023,"54",3
"SEW906",2023,"66",3
"FYU810",2023,"19",2
"UBK991",2023,"46",1
"DIT005",2023,"50",1
"XXX_326",2023,"45",3
"CUB111",2023,"58",2
"OGV_408",2023,"34",1
"NWQ420",2023,"70",3
"URF339",2023,"33",1
"MUH691",2023,"52",3
"UTQ392",2023,"63",3
"SCW210",2023,"37",3
"FHT930",2023,"22",1
"DZO737",2023,"60",3
"JQL_721",2023,"66",2
"DLJ332",2023,"34",1
"OEP177",2023,"55",3
"LMR576",2023,"26",2
"ULC697",2023,"46",2
"ISA881",2023,"33",2
"IHH_786",2023,"53",1
"TSM688",2023,"69",3
"ELN504",2023,"67",3
"EQK607",2023,"60",1
"KLP046",2023,"48",3
"WPN_902",2023,"65",2
"IUS970",2023,"72",1
"HJG092",2023,"#NA",3
"LHT291",2023,"42",2
"ZZT556",2023,"25",3
"QLD_283",2023,"40",1
"AWV391",2023,"72",1
"SKN364",2023,"64",3
"SYN109",2023,"27",2
"PLB442",2023,"67",3
"XMQ756",2023,"71",3
"LML310",2023,"53",2
"ZXU071",2023,"42",3
"YCO566",2023,"37",3
"TYV793",2023,"67",2
"EHR_721",2023,"37",1
"GND478",2023,"31",1
"GIC410",2023,"55",2
"VPF224",2023,"72",1
"IMH794",2023,"68",1
"ULG834",2023,"61",3
"DYT246",2023,"76",3
"ZYX894",2023,"56",3
"LCN444",2023,"34",2
"UKV796",2023,"58",3
"NPT_945",2023,"42",2
"YKN658",2023,"74",2
"RGX668",2023,"57",3
"GOK_500",2023,"63",3
"IRU801",2023,"69",3
"FFR160",2023,"62",2
"JWV110",2023,"41",2
"IGL527",2023,"49",3
"JDO481",2023,"65",3
"DFE_584",2023,"73",1
"LXW792",2023,"58",1
"KIA234",2023,"54",3
"KGX600",2023,"28",1
"NPA165",2023,"22",2
"RYK290",2023,"50",2
"SQH334",2023,"66",2
"PYE189",2023,"63",3
"HTN218",2023,"71",1
"XJG314",2023,"76",2
"WRU881",2023,"41",1
"YCO683",2023,"47",1
"BSD953",2023,"59",2
"QGA232",2023,"64",3
"XLP979",2023,"43",1
"AWL158",2023,"60",1
"NMS289",2023,"58",3
"NGW028",2023,"54",1
"ICN097",2023,"51",2
"TCZ409",2023,"42",3
"EZE582",2023,"47",3
"HWJ653",2023,"60",2
"DPR707",2023,"35",3
"HOZ194",2023,"34",3
"DGX_127",2023,"63",1
"QXH829",2023,"49",3
"DOB665",2023,"61",1
"AWI618",2023,"63",3
"LBE276",2023,"41",2
"JIQ_856",2023,"20",2
"BSN980",2023,"67",3
"ARZ997",2023,"48",1
"LYX276",2023,"61",NA
"FEN762",2023,"70",3
"FBT904",2023,"39",1
"DPW777",2023,"75",3
"CKG570",2023,"54",3
"LKG899",2023,"57",1
"ZHT_876",2023,"34",3
"KXX129",2023,"21",2
"YHQ354",2023,"55",3
"KQL702",2023,"32",2
"LMQ460",2023,"23",3
"JGN673",2023,"58",2
"DPT962",2023,"61",1
"SPZ404",2023,"67",3
"BLJ074",2023,"72",3
"GJA209",2023,"46",3
"OVN_881",2023,"42",3
"LGE_064",2023,"53",3
"DWJ219",2023,"45",2
"DRH423",2023,"38",3
"FQJ059",2023,"72",3
"WXI082",2023,"41",3
"IZR357",2023,"26",3
"UWV357",2023,"38",1
"GAF_640",2023,"61",1
"SUV957",2023,"42",1
"ZNG_211",2023,"25",3
"BEJ711",2023,"62",3
"MTO561",2023,"62",3
"KBA297",2023,"36",3
"YRM149",2023,"50",3
"GBU938",2023,"49",3
"ZYJ336",2023,"67",3
"BFY228",2023,"75",3
"BQY110",2023,"28",1
"ZVI207",2023,"54",3
"HMQ065",2023,"28",1
"PBO372",2023,"62",3
"UWK030",2023,"70",3
"YPR763",2023,"61",3
"GYZ349",2023,"41",3
"IQZ168",2023,"74",1
"KFC652",2023,"73",2
"SZU876",2023,"45",1
"NPJ637",2023,"55",3
"DBS565",2023,"61",1
"RLS_457",2023,"68",3
"BXF967",2023,"63",3
"MZK052",2023,"21",2
"PNZ746",2023,"38",3
"MIU681",2023,"47",1
"AAG646",2023,"36",2
"DAW938",2023,"39",3
"DIL281",2023,"74",2
"VIE_753",2023,"51",3
"TIF755",2023,"35",1
"VCQ803",2023,"58",3
"PGX444",2023,"51",3
"SKK937",2023,"48",1
"VHE494",2023,"63",2
"LSM119",2023,"51",3
"UGI288",2023,"47",2
"XBJ778",2023,"56",3
"TGW865",2023,"67",NA
"ERQ428",2023,"76",3
"RNY_175",2023,"40",2
"EAN094",2023,"70",3
"JLI826",2023,"76",3
"VRW349",2023,"27",3
"AOP942",2023,"26",3
"FPE863",2023,"20",3
"ZQL517",2023,"41",2
"EKV598",2023,"34",3
"OVG_757",2023,"70",2
"CGK613",2023,"52",1
"GMK271",2023,"35",1
"PUA213",2023,"75",3
"BMA536",2023,NA,1
"YSZ392",2023,"#NA",3
"MYR135",2023,"68",3
"MKE516",2023,"56",1
"TCZ120",2023,"60",1
"IJI267",2023,"50",3
"UYS592",2023,"66",3
"ZQU341",2023,"19",1
"GAM213",2023,"68",1
"QST291",2023,"56",3
"CTV674",2023,"43",1
"CLP_805",2023,"29",3
"PYF360",2023,"30",1
"VCC891",2023,"57",1
"BFU701",2023,"53",3
"DBY089",2023,"65",3
"ZBO_089",2023,"44",1
"TTE246",2023,"66",3
"UOG_214",2023,"48",3
"DSA487",2023,"38",1
"JHL938",2023,"33",1
"PYE501",2023,"75",1
"SMU035",2023,NA,3
"BUO_951",2023,"41",3
"ITS430",2023,"48",3
"ONT_407",2023,"73",3
"INV072",2023,"47",2
"BZS001",2023,"74",NA
"XDS739",2023,"37",3
"PMF595",2023,"33",2
"FMC361",2023,"45",1
"DCB207",2023,"49",3
"EEJ197",2023,"48",3
"WQX114",2023,"74",2
"LJP206",2023,"44",1
"BHP108",2023,"34",3
"KXW000",2023,"45",3
"HEB788",2023,"48",3
"XXI142",2023,"42",3
"OSD154",2023,"47",1
"TDS749",2023,"71",3
"QKI698",2023,"75",3
"IJB_316",2023,"40",3
"IDF963",2023,"70",3
"RFQ840",2023,"43",3
"FIQ_671",2023,"75",1
"XRB440",2023,"47",3
"BYD_667",2023,"75",2
"CVK_222",2023,"69",3
"UNX344",2023,"42",3
"BAY516",2023,"53",1
"YMS164",2023,"50",2
"SPY309",2023,"20",1
"HTE670",2023,"37",3
"YNM578",2023,"76",3
"WUC123",2023,"56",1
"EEO363",2023,"38",2
"ZJU035",2023,"74",2
"MNH_307",2023,"59",1
"EUZ812",2023,"72",1
"YIP773",2023,"72",2
"PBB323",2023,"54",2
"XGG269",2023,"#NA",3
"GKQ777",2023,"74",1
"SWN063",2023,"44",2
"UZL348",2023,"47",3
"TYC_458",2023,"53",3
"ZFG616",2023,"69",1
"ODJ_245",2023,"44",1
"HQA995",2023,"23",NA
"DTZ338",2023,"46",3
"XYR468",2023,"22",1
"HRK673",2023,"47",2
"SLK_900",2023,"55",3
"ULI017",2023,"53",2
"WAL333",2023,"37",3
"UTS_641",2023,NA,1
"BDA878",2023,"67",2
"VFD877",2023,"62",2
"YJH263",2023,"32",NA
"RWB137",2023,"63",1
"OPO915",2023,"39",3
"TJO320",2023,"53",3
"URN155",2023,"41",1
"ACL833",2023,"47",3
"ALO832",2023,NA,1
"MYG598",2023,"33",1
"RRI053",2023,"72",3
"ICV_066",2023,"33",3
"POH014",2023,"52",1
"JIZ485",2023,"42",2
"NFS_135",2023,"50",2
"UJP007",2023,"38",2
"ECK982",2023,"69",1
"BIF195",2023,"35",2
"ABQ271",2023,"67",NA
"QLC794",2023,"46",NA
"WDP_699",2023,"29",1
"YXT263",2023,"58",1
"BMS140",2023,"62",1
"OTT_521",2023,"74",3
"TNE810",2023,"76",3
"PKA065",2023,"76",1
"OBS_629",2023,"30",1
"VVV455",2023,"72",3
"JGM494",2023,"54",3
"CQD354",2023,"69",2
"QPA946",2023,"74",3
"CGK580",2023,"72",3
"XQC097",2023,"75",3
"ECU250",2023,"65",3
"CPT966",2023,"43",2
"MPJ694",2023,"28",1
"ZLL619",2023,"70",2
"PAP804",2023,"63",1
"FJJ386",2023,"60",3
"ILI363",2023,NA,2
"GHG093",2023,"31",3
"UCV154",2023,"53",3
"DDY006",2023,"57",3
"UDK208",2023,"47",3
"ZUX219",2023,"67",3
"WHH162",2023,"54",3
"LOK061",2023,"75",3
"JXD717",2023,"21",1
"PDN460",2023,"58",2
"YIS551",2023,"64",3
"KST723",2023,"71",1
"VJT315",2023,"55",3
"MGC724",2023,"48",2
"VWB_596",2023,"44",3
"JBX255",2023,"76",2
"MDJ679",2023,"57",3
"RVY663",2023,"50",2
"KBR357",2023,"28",2
"FXM_429",2023,"47",3
"GCA528",2023,"23",3
"ARQ509",2023,"#NA",3
"XEK930",2023,"37",3
"KWN137",2023,"68",3
"PNT583",2023,"71",1
"IYN053",2023,"42",3
"XAC218",2023,"33",3
"DRS224",2023,"44",1
"WLN759",2023,"67",3
"GGF204",2023,"49",3
"XBT269",2023,"69",3
"UMK630",2023,"51",3
"KCA429",2023,"33",3
"DZT998",2023,"38",1
"QIA390",2023,"75",1
"WDJ720",2023,"56",1
"QIN438",2023,"66",3
"JDF996",2023,"58",1
"HFY513",2023,"63",3
"PZE753",2023,"39",3
"NHP233",2023,"60",3
"IGQ378",2023,"29",1
"ZII832",2023,"54",2
"RUG081",2023,"66",3
"KXA850",2023,"52",3
"DWJ445",2023,"60",1
"FWZ045",2023,"56",3
"XLR276",2023,"65",1
"YVQ117",2023,"33",3
"AZQ259",2023,"73",NA
"YIC010",2023,"40",3
"CIG443",2023,"34",2
"BZT363",2023,"34",3
"GNO081",2023,"56",3
"DSE_168",2023,"61",3
"TNX824",2023,"35",3
"RJG506",2023,"76",2
"BLT360",2023,"53",2
"OJL316",2023,"21",2
"VCP732",2023,"61",3
"NSC089",2023,"64",3
"YAX493",2023,"23",3
"TWF124",2023,"65",1
"RAG222",2023,"44",3
"SIR_244",2023,"71",2
"KJH737",2023,"50",1
"PTO078",2023,"58",1
"UYC_221",2023,"67",2
"UWP102",2023,"65",3
"OHO_593",2023,"#NA",2
"KLI898",2023,"76",1
"EGE811",2023,"41",1
"LGA_446",2023,"63",3
"CKM384",2023,"62",3
"BNL138",2023,"45",2
"QIK_291",2023,"31",3
"AKN893",2023,"52",2
"EJT569",2023,"39",1
"GYW005",2023,"46",3
"BGM602",2023,"68",1
"TNS841",2023,"#NA",1
"SXI793",2023,"27",3
"QNB057",2023,"73",NA
"HNZ831",2023,"69",1
"VTI825",2023,"49",2
"SDX038",2023,"36",3
"RYG_486",2023,"56",3
"LNV927",2023,"53",2
"EKW331",2023,"49",3
"FTE742",2023,"65",2
"XCQ859",2023,"39",2
"AJE932",2023,"52",3
"LDD480",2023,"58",3
"WBX915",2023,"62",2
"NTX_083",2023,"56",3
"XXH988",2023,"29",3
"AEH539",2023,"68",3
"SHL592",2023,"51",1
"NLU_287",2023,"64",3
"JNH547",2023,"62",1
"FLD565",2023,"68",3
"OFS631",2023,"70",1
"KNH265",2023,"47",2
"MKI808",2023,"55",3
"PDC571",2023,"73",3
"HHJ300",2023,"62",1
"KDE435",2023,"53",3
"AWO_852",2023,"57",3
"BGP_376",2023,"53",3
"MDR624",2023,"38",3
"LSW086",2023,"31",2
"MAG_851",2023,"43",3
"EOP192",2023,"49",3
"QFY037",2023,"48",3
"GEJ265",2023,"69",3
"LCF750",2023,"71",2
"KZR553",2023,"53",3
"BYF520",2023,"48",3
"GHP928",2023,"38",3
"KKY298",2023,"37",3
"NSH048",2023,"60",2
"HPC703",2023,"68",3
"BEK458",2023,"75",3
"OAU585",2023,"35",1
"WWN500",2023,"65",3
"ZUA568",2023,"52",2
"NCH115",2023,"68",3
"LLE003",2023,"25",NA
"WJH285",2023,"34",1
"MMA343",2023,"33",2
"GNE713",2023,"47",3
"KJC227",2023,"60",3
"DDZ373",2023,"65",1
"DHT977",2023,"50",2
"UGK367",2023,"26",2
"HAU886",2023,"61",3
"DCI002",2023,"57",2
"ZBS433",2023,"49",1
"JZJ816",2023,"68",1
"OCP174",2023,"45",3
"BVZ276",2023,"46",3
"YAW157",2023,"53",1
"RUS872",2023,"47",3
"YNW629",2023,"75",3
"SPO259",2023,"38",3
"UVH_624",2023,"38",3
"VBG551",2023,"50",1
"VXL883",2023,"67",2
"PCE494",2023,"22",2
"HXP334",2023,"76",1
"BZH894",2023,"61",1
"GGC072",2023,"53",3
"QMR998",2023,"20",2
"PYG_535",2023,"68",2
"KJA334",2023,"39",1
"UUE173",2023,"20",3
"TEZ566",2023,"55",3
"RWB352",2023,"63",3
"LPB873",2023,"58",3
"JDE953",2023,"38",3
"NGA176",2023,"51",3
"OLA460",2023,"61",3
"IAV755",2023,"27",3
"YNZ628",2023,"55",2
"UDA880",2023,"34",2
"PUU448",2023,"65",1
"MNG842",2023,"46",3
"POV574",2023,"60",3
"BDF857",2023,"66",3
"FIG305",2023,"52",1
"AYB046",2023,"66",3
"RQN041",2023,"39",2
"CYC061",2023,"58",3
"TLA056",2023,"36",2
"NNF239",2023,"67",3
"VBG064",2023,"47",3
"VGW_747",2023,"46",3
"BCV304",2023,"42",3
"DPC492",2023,"47",1
"DCS641",2023,"68",2
"JFP776",2023,"37",2
"WXB684",2023,"46",1
"TIH_351",2023,NA,3
"FJR_940",2023,"60",3
"VQQ665",2023,"38",3
"TUY456",2023,"51",1
"WWA028",2023,"69",1
"VNX995",2023,"61",3
"UGG_750",2023,"64",3
"TBL_680",2023,"52",3
"TTQ567",2023,"37",3
"TVV570",2023,"43",3
"VBP958",2023,"38",3
"LXJ014",2023,"50",3
"XRH_950",2023,"60",1
"YTP313",2023,"74",1
"ORW047",2023,"50",3
"JPS204",2023,"64",3
"GZC240",2023,"76",2
"RAC041",2023,"49",1
"JSJ513",2023,"57",2
"FOA442",2023,"39",3
"JNW277",2023,"54",3
"PZE265",2023,"58",1
"CNQ442",2023,"43",3
"GWU642",2023,"36",1
"KFB594",2023,"52",3
"FXJ244",2023,"34",2
"IIF682",2023,"49",3
"LBU190",2023,"51",3
"EXT017",2023,"19",2
"ZWC_389",2023,"57",3
"SEP685",2023,"48",1
"OUE889",2023,"49",1
"YPV349",2023,"#NA",2
"SUV946",2023,"60",3
"IKE885",2023,"53",1
"YHA957",2023,"50",1
"HCQ188",2023,"60",3
"GGQ948",2023,"73",3
"RTU264",2023,"73",3
"MZI261",2023,"66",2
"UDS066",2023,"44",2
"AAL823",2023,"65",2
"FNC534",2023,"46",3
"DTS_474",2023,"66",1
"XIV_776",2023,"63",3
"EVX073",2023,"57",3
"BVS364",2023,"49",3
"WKQ822",2023,"42",3
"GXZ218",2023,"31",1
"XAG941",2023,"55",2
"KQY056",2023,"60",3
"UZN652",2023,"73",3
"QVC501",2023,"47",1
"YWL349",2023,"53",3
"BXM725",2023,"45",1
"KMM323",2023,"46",1
"SZH_533",2023,"28",1
"ORW574",2023,"54",1
"BMH947",2023,"55",3
"GDD604",2023,"70",3
"DVQ714",2023,"65",3
"MGZ565",2023,"76",1
"YSW189",2023,"69",3
"OPL963",2023,"71",2
"UWU311",2023,"23",3
"KDN754",2023,"35",1
"LJW082",2023,"54",3
"JDQ654",2023,"70",3
"JWO103",2023,"38",3
"WAJ_375",2023,"69",1
"EGL_497",2023,"76",1
"PBA281",2023,"20",1
"LTI_237",2023,"41",3
"ISM019",2023,"65",2
"PMW_508",2023,"31",1
"MFS043",2023,"38",3
"WZR733",2023,"47",2
"SLE471",2023,"52",3
"RZD444",2023,"54",3
"VUD244",2023,"32",3
"PED419",2023,"71",3
